年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,10,21,50,臺中市,神岡區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,26,3,10,1,1,B12,7,11,1,8,2,7,,26,26,1,21,8,B12,120.679055,24.249206,2
2021,3,10,22,19,臺中市,太平區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,3,53,2,9,4,5,H01,8,18,8,20,10,16,,53,53,1,4,8,H01,120.717251,24.148527,2
2021,3,10,22,19,臺中市,沙鹿區,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,5,5,5,2,29,42,2,9,3,4,C03,7,15,1,10,2,14,,42,42,1,18,8,C03,120.578692,24.216391,2
2021,3,10,22,27,臺中市,大里區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,2,18,2,12,,6,6,1,22,5,C03,120.699065,24.089444,2
2021,3,10,22,32,臺中市,沙鹿區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,1,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,18,8,C03,120.574204,24.2295,2
2021,3,10,23,6,臺中市,大雅區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,4,5,1,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,9,C03,120.682818,24.136309,2
2021,3,10,23,20,臺中市,西屯區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,14,,6,6,1,4,8,C03,120.606145,24.186506,2
2021,3,10,23,22,臺中市,北區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,1,1,3,4,4,2,17,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.677198,24.154039,2
2021,3,10,23,33,臺中市,西屯區,0,1,0,8,3,5,40,3,1,1,5,4,5,7,2,1,10,5,5,2,16,42,3,10,3,4,B03,7,15,5,18,2,2,,42,42,1,22,8,B03,120.663023,24.163964,2
2021,3,10,23,41,臺中市,南屯區,0,1,0,8,1,5,30,14,7,1,5,4,5,7,4,4,5,4,4,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,,19,19,1,22,8,C03,120.632633,24.15232,2
2021,3,10,23,52,臺中市,西屯區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,4,8,C03,120.645142,24.177221,2
2021,3,11,0,10,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,44,,1,3,,B03,120.68816,24.0944,3
2021,3,11,0,30,臺中市,烏日區,0,1,0,8,3,5,50,8,9,1,5,4,5,7,4,4,5,5,5,1,17,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.628608,24.044513,2
2021,3,11,0,58,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,22,,C03,120.682423,24.163177,3
2021,3,11,2,22,臺中市,東區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,15,44,2,9,1,1,C03,7,9,1,10,2,14,,44,44,1,21,8,C03,120.696205,24.140316,2
2021,3,11,4,49,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,22,,1,21,,B12,120.684938,24.244206,3
2021,3,11,6,19,臺中市,龍井區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,25,,1,20,,C03,120.505698,24.210121,3
2021,3,11,6,50,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,3,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.644561,24.201584,2
2021,3,11,6,55,臺中市,外埔區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B12,7,5,1,8,2,8,,6,6,1,21,8,B12,120.642618,24.341301,2
2021,3,11,6,58,臺中市,沙鹿區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,27,42,2,9,1,1,F03,7,9,8,20,2,16,,42,42,1,9,8,F03,120.552808,24.231453,2
2021,3,11,7,4,臺中市,南屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,3,2,18,42,2,8,1,4,C03,7,9,1,10,2,14,,42,42,1,21,1,C03,120.609186,24.151166,2
2021,3,11,7,5,臺中市,烏日區,0,1,0,8,1,5,60,14,13,2,5,4,5,7,4,4,1,5,5,2,17,42,2,9,1,1,C03,7,15,1,10,2,11,,42,42,1,21,8,C03,120.624727,24.104185,2
2021,3,11,7,10,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,42,,1,12,,A12,120.610005,24.1941,3
2021,3,11,7,12,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,23,,1,22,,A12,120.692858,24.041015,3
2021,3,11,7,16,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.686544,24.193467,2
2021,3,11,7,17,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,12,8,C03,120.527141,24.22274,2
2021,3,11,7,18,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,44,,1,22,,B03,120.614293,24.189541,3
2021,3,11,7,30,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.670075,24.123015,3
2021,3,11,7,30,臺中市,南屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,6,51,2,9,3,5,H01,8,18,8,20,2,16,,51,51,1,22,8,H01,120.650583,24.146843,2
2021,3,11,7,31,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,44,16,1,22,,B03,120.608651,24.156008,3
2021,3,11,7,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.619271,24.183018,3
2021,3,11,7,38,臺中市,霧峰區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,,,C03,120.712109,24.07985,3
2021,3,11,7,40,臺中市,大里區,0,2,0,8,1,5,40,4,12,1,5,4,5,7,1,1,1,2,5,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.688021,24.094091,2
2021,3,11,7,42,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.709893,24.254631,3
2021,3,11,7,49,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.688376,24.151004,3
2021,3,11,7,51,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,9,4,4,2,17,42,3,10,1,1,B12,7,14,1,8,2,8,,42,42,1,12,8,B12,120.641881,24.202411,2
2021,3,11,7,51,臺中市,大里區,0,0,0,8,1,5,50,5,1,1,5,4,5,7,2,1,9,5,4,2,13,,,,,,A41,,,1,,2,,,14,,1,10,,A41,120.700969,24.102595,3
2021,3,11,7,52,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,13,,6,6,1,22,8,C03,120.644901,24.180306,2
2021,3,11,7,54,臺中市,梧棲區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,12,7,3,10,1,1,B03,7,8,3,18,2,2,,7,7,1,20,8,B03,120.552707,24.246831,2
2021,3,11,7,56,臺中市,神岡區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,1,15,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,22,8,C03,120.708558,24.271935,2
2021,3,11,8,0,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,4,,15,15,1,2,9,B03,120.670866,24.137519,2
2021,3,11,8,0,臺中市,大里區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,4,4,8,3,5,1,16,,,,,,B03,,,1,,2,,,23,,,,,B03,120.716819,24.098606,3
2021,3,11,8,5,臺中市,后里區,0,2,0,8,1,5,40,5,1,1,5,4,5,7,1,1,1,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,12,,8,8,1,20,5,C03,120.68101,24.312228,2
2021,3,11,8,6,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,2,9,3,4,C03,7,9,6,10,2,11,,23,23,1,22,8,C03,120.654813,24.16875,2
2021,3,11,8,10,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,1,3,10,1,1,B03,7,9,1,8,2,2,,1,1,1,22,8,B03,120.691236,24.13467,2
2021,3,11,8,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.653605,24.158556,3
2021,3,11,8,25,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,8,2,,,12,12,1,12,,B03,120.6454,24.143856,3
2021,3,11,8,26,臺中市,南區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,1,1,C03,7,15,1,10,2,14,,26,26,1,22,8,C03,120.661273,24.121838,2
2021,3,11,8,27,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,1,1,10,5,4,2,9,43,3,10,1,1,A02,7,9,1,2,1,15,,43,43,1,5,8,A02,120.674673,24.146588,2
2021,3,11,8,29,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,3,4,B12,7,11,1,8,2,6,,10,10,1,22,8,B12,120.734125,24.259812,2
2021,3,11,8,30,臺中市,沙鹿區,0,1,0,8,1,5,50,11,8,1,5,4,5,7,4,4,5,5,4,2,18,23,2,9,1,1,C03,7,9,6,11,2,14,,23,23,1,21,8,C03,120.582417,24.244306,2
2021,3,11,8,31,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,42,,1,22,,B12,120.638851,24.159408,3
2021,3,11,8,37,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,22,,B03,120.710145,24.254871,3
2021,3,11,8,40,臺中市,梧棲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,8,3,10,1,1,B12,7,5,1,8,2,7,,8,8,1,12,8,B12,120.553689,24.257297,2
2021,3,11,8,45,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,2,23,3,10,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.679405,24.166607,2
2021,3,11,8,47,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,2,9,1,1,C03,7,7,1,10,2,11,,1,1,1,12,8,C03,120.615023,24.181206,2
2021,3,11,8,53,臺中市,大雅區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,8,1,1,C03,7,5,1,10,4,11,,6,6,1,21,8,C03,120.66909,24.214433,2
2021,3,11,9,5,臺中市,北區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,13,16,2,7,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.691003,24.158674,2
2021,3,11,9,10,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,23,,1,10,,A31,120.505082,24.21052,3
2021,3,11,9,13,臺中市,東區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,18,23,2,9,1,1,C03,7,4,1,10,2,12,,23,23,1,21,8,C03,120.691973,24.129654,2
2021,3,11,9,19,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,12,,1,10,,A12,120.525441,24.225502,3
2021,3,11,9,20,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,,,B03,120.708468,24.165948,3
2021,3,11,9,25,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,22,,B03,120.617472,24.428073,3
2021,3,11,9,27,臺中市,南屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,15,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.631771,24.12566,2
2021,3,11,9,37,臺中市,北區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,7,3,10,1,1,B03,7,8,1,8,2,6,,7,7,1,22,9,B03,120.666361,24.16324,2
2021,3,11,9,38,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,9,5,5,2,17,42,2,8,1,1,C03,7,9,6,18,2,15,,42,42,1,22,8,C03,120.673541,24.152386,2
2021,3,11,9,40,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.580186,24.195469,3
2021,3,11,9,44,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.643776,24.201568,3
2021,3,11,9,46,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,1,,6,6,1,22,8,B03,120.641106,24.136131,2
2021,3,11,9,49,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,5,,B03,120.672956,24.168665,3
2021,3,11,9,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,5,,B03,120.637733,24.149051,3
2021,3,11,9,55,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,2,22,9,B03,120.694511,24.160448,2
2021,3,11,10,1,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,23,,1,21,,A41,120.711674,24.116122,3
2021,3,11,10,7,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,4,,B12,120.71801,24.146331,3
2021,3,11,10,9,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.657566,24.075922,3
2021,3,11,10,28,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,19,,1,22,,B12,120.632391,24.345848,3
2021,3,11,10,45,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,3,,2,,,23,,1,,,B03,120.702785,24.088793,3
2021,3,11,10,51,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,1,,25,25,1,5,5,B03,120.680875,24.145432,2
2021,3,11,10,55,臺中市,大里區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,1,12,9,2,9,1,1,C03,7,9,1,10,2,11,,23,9,1,18,8,C03,120.719121,24.097524,2
2021,3,11,11,19,臺中市,西屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,16,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,21,8,B03,120.642242,24.164438,2
2021,3,11,11,33,臺中市,大肚區,0,3,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,4,5,F01,7,5,8,20,2,16,,6,6,1,22,5,F01,120.577484,24.114487,2
2021,3,11,11,38,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.708603,24.250236,3
2021,3,11,11,42,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,43,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,22,8,C03,120.660178,24.171259,2
2021,3,11,11,43,臺中市,西區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,42,,1,5,,B12,120.663429,24.156909,3
2021,3,11,11,43,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.67298,24.168571,3
2021,3,11,11,47,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A11,,,1,,1,,,7,,1,22,,A11,120.677614,24.172995,3
2021,3,11,11,48,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,2,9,1,1,C03,7,6,1,10,2,12,14,9,9,1,5,8,C03,120.630093,24.123011,2
2021,3,11,11,50,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,17,26,3,10,1,1,B03,7,11,1,8,2,15,,26,26,1,21,8,B03,120.725153,24.252353,2
2021,3,11,11,51,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.63771,24.104718,3
2021,3,11,11,57,臺中市,大雅區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,4,5,1,17,26,3,10,1,1,B03,7,9,1,8,2,2,,26,26,1,21,8,B03,120.65041,24.227329,2
2021,3,11,12,10,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.711934,24.144649,3
2021,3,11,12,12,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,9,,B03,120.657255,24.13704,3
2021,3,11,12,13,臺中市,大雅區,0,1,0,8,1,5,60,14,9,1,5,4,5,7,4,4,3,4,4,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.650147,24.211673,2
2021,3,11,12,19,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,43,,1,22,,C03,120.652828,24.160004,3
2021,3,11,12,25,臺中市,北區,0,1,0,8,1,5,40,4,4,1,5,4,5,7,1,1,1,2,4,2,12,17,3,10,1,1,C03,7,9,3,18,2,12,,17,17,1,22,9,C03,120.668281,24.16284,2
2021,3,11,12,30,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,3,4,C03,7,11,1,10,2,12,,26,26,1,12,8,C03,120.646748,24.14907,2
2021,3,11,12,33,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.635666,24.181466,3
2021,3,11,12,41,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.723136,24.235698,3
2021,3,11,12,44,臺中市,豐原區,0,2,0,8,1,5,50,5,9,1,5,4,5,7,1,1,3,5,5,2,17,42,2,9,3,4,C03,7,9,1,10,2,11,,42,42,1,22,8,C03,120.706223,24.237323,2
2021,3,11,12,47,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,1,3,10,1,1,B12,7,4,1,8,2,2,,1,1,1,5,8,B12,120.733055,24.134722,2
2021,3,11,12,51,臺中市,霧峰區,0,1,0,8,1,5,70,3,2,1,5,4,5,7,1,1,1,4,4,1,10,4,2,9,3,4,C03,7,9,1,10,2,11,,4,4,1,21,8,C03,120.693317,24.03821,2
2021,3,11,12,56,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,22,,C03,120.64362,24.177966,3
2021,3,11,13,0,臺中市,南區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C04,7,9,1,8,2,12,,25,25,1,22,8,C04,120.654801,24.11585,2
2021,3,11,13,0,臺中市,大里區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,1,15,25,2,9,1,1,C03,7,9,2,18,2,11,,25,25,1,16,8,C03,120.694833,24.089198,2
2021,3,11,13,0,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,44,,1,18,,C03,120.715213,24.073333,3
2021,3,11,13,4,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,18,,C03,120.63857,24.11723,3
2021,3,11,13,9,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,23,2,4,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.651706,24.122026,2
2021,3,11,13,10,臺中市,清水區,0,0,0,8,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,25,17,3,10,1,1,A12,7,6,1,3,2,7,,17,17,1,12,3,A12,120.633229,24.291961,3
2021,3,11,13,14,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,,,,,,A11,,,1,,1,,,42,,1,10,,A11,120.672729,24.145889,3
2021,3,11,13,21,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,1,1,10,2,12,,6,6,1,18,9,C03,120.707309,24.085553,2
2021,3,11,13,24,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,25,,1,22,,B03,120.632096,24.170463,3
2021,3,11,13,24,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,18,44,2,8,1,1,C03,7,9,1,10,2,14,,44,44,1,5,8,C03,120.523696,24.200143,2
2021,3,11,13,25,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,16,,1,22,,B03,120.611891,24.148728,3
2021,3,11,13,33,臺中市,西屯區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,1,1,9,5,5,2,12,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,12,8,C03,120.644833,24.181773,2
2021,3,11,13,38,臺中市,豐原區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,A32,,,1,,2,,,17,,1,22,,A32,120.737486,24.252646,3
2021,3,11,13,45,臺中市,清水區,0,0,0,8,1,5,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,21,,B03,120.559146,24.269735,3
2021,3,11,13,47,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.648361,24.173885,3
2021,3,11,13,50,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,5,,C03,120.681857,24.135942,3
2021,3,11,14,3,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,18,43,2,9,3,4,C03,7,15,1,10,2,12,,43,43,1,22,8,C03,120.652375,24.159848,2
2021,3,11,14,11,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,23,,1,12,,B02,120.631334,24.167981,3
2021,3,11,14,11,臺中市,清水區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,16,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,2,5,B03,120.563683,24.267878,2
2021,3,11,14,12,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.700206,24.102139,4
2021,3,11,14,15,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,9,,1,22,,B12,120.701374,24.125362,3
2021,3,11,14,17,臺中市,西屯區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,16,6,3,10,1,1,C03,7,6,1,10,2,13,,6,6,1,22,8,C03,120.594223,24.182885,2
2021,3,11,14,23,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,17,3,10,1,4,B11,7,9,1,8,2,7,,17,17,1,22,8,B11,120.622908,24.145452,2
2021,3,11,14,24,臺中市,南屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,5,4,4,2,16,23,2,9,1,1,C03,7,5,1,10,2,11,,23,23,1,22,8,C03,120.612574,24.138432,2
2021,3,11,14,49,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,16,42,3,10,3,4,B03,7,9,1,8,2,1,,23,42,1,22,8,B03,120.638821,24.168536,2
2021,3,11,14,55,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,20,,B03,120.646995,24.154378,3
2021,3,11,15,1,臺中市,新社區,0,1,0,8,1,5,40,4,9,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,22,9,B03,120.812377,24.194821,2
2021,3,11,15,14,臺中市,西區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,2,12,44,,,,,C03,,,1,,1,,,44,44,1,21,,C03,120.671608,24.138236,3
2021,3,11,15,14,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.656336,24.159886,3
2021,3,11,15,19,臺中市,大甲區,0,2,0,8,1,5,40,14,9,1,5,4,5,7,4,4,9,5,5,1,26,42,2,9,1,1,B12,7,9,1,8,2,1,,42,42,1,20,8,B12,120.63616,24.39289,2
2021,3,11,15,21,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,44,16,1,22,,B03,120.595686,24.156443,3
2021,3,11,15,27,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.639486,24.141724,3
